sentiment,Tweet
positive,"Nice RT @VirginAmerica: The man of steel might be faster, but we have WiFi – just saying. #ScienceBehindTheExperience http://t.co/FGRbpAZSiX"
positive,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.
positive,@JetBlue OH YEAH!!! great flight down to Mexico with a wonderful crew!! Thank you!!
positive,@JetBlue ok thank you for the quick response JetBlue still the best comp
positive,"@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service"
positive,@SouthwestAir hot stewardess flipped me off
positive,@USAirways - so far so good this week. SAV to CLT boarded BEFORE the departure time (first time in 4 weeks). Perhaps an on time departure?!
positive,@AmericanAir I FOUND MY FOOTAGE!! :D I am so so happy.
positive,"@AmericanAir gotta love those skycaps, solving problems faster than anyone else in the terminal. And they did it with a smile on their face"
positive,"@AmericanAir versus @JetBlue 
in Customer Service?
Who will win!
For Me @AmericanAir is a convenience to a trip to Cali &lt;3"
positive,"@SouthwestAir thanks for the reply, something is off with the phones becuz after 2 dropped calls at 2 hours on hold, I got through on 1 ring"
positive,@SouthwestAir  Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
positive,@JetBlue here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
positive,"@AmericanAir I'm flying with your competitor today, starts with an U and ends with D. I will never make that mistake again. #americanforlife"
positive,@USAirways a big thanks to the gate agent flt5127..keeping us informed of the delay#greatcustomerservice
positive,@JetBlue sure is 💙
positive,"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf"
positive,@VirginAmerica has the most INCREDIBLE customer service I've ever experienced! So refreshing!
positive,@united  4 reFlight Booking Problemss in last 2 days and each time united wait time was &lt;5 seconds! Kudos to you for excellent customer service!
positive,@JetBlue That's great! Thank you.
positive,"@USAirways I know that, thanks. Evaluate further ;-) ... -Chairman"
positive,"@SouthwestAir Thanks 4 the great service, staff, letting me change my flight 5 times for free! PVD to the skies for me always on SWA!"
positive,"@united thank you so much, that helps a ton. Whoever is on this Twitter acct today deserves a handshake and a hot chocoLate Flight. #problemsolvers"
positive,@AmericanAir keep up the good work.  Got me to my destination safe and on time today
positive,@JetBlue anything for you. #flyfi http://t.co/8jceDiKY9U
positive,"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!"
positive,@SouthwestAir Yes! I did and the bags came straight to my hotel. Thank you ...you guys rock!
positive,"@USAirways after missing my flight and reFlight Booking Problems 2x, I just walked onto another flight and my phone was still on the seat!!"
positive,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!"
positive,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
positive,@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!
positive,@united thank you for the help!!
positive,@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀
positive,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!
positive,@united yes to more food! Add some gluten free options while you're at it
positive,@SouthwestAir Thank you!
positive,"@AmericanAir  TPA - ORD!!! AA1679 Another successful journey, thanks for the hospitality!"
positive,@united thank you for getting our daughter home when @americanair Cancelled Flightled all their flights to Nashville
positive,@AmericanAir exceptional customer service from AA - my misplaced item was waiting for me at checkin followed by a smooth flight. Thank you!
positive,@JetBlue who is he I must send a note!!! Too good for words!
positive,@USAirways Mellani B. and whole team in Columbia SC are absolute superstars. Incredibly helpful.
positive,@united My bag reference ID number is IND43728M. Thanks for looking at it.
positive,@united Will have to try standby in Denver tonight or will have to Cancelled Flight father son trip till next year. Thx for trying.
positive,@SouthwestAir LOVE IMAGINE DRAGONS  SO MUCH I EOULD DIE IF I GOT TICKETS
positive,"@SouthwestAir @FortuneMagazine 
great news."
positive,@USAirways YOU ARE THE BEST!!! YOU ARE AMAZING!!! FOLLOW ME PLEASE;)🙏🙏🙏
positive,@SouthwestAir #RedCarpet Southwest Companion Pass would be great!
positive,@USAirways thanks! It's hectic for everyone but their actions don't represent the company well IMO
positive,@united that's brilliant Thankyou so much. Is it classed as part of carryon?
positive,"@united Aw, thanks for the kind words. Totally makes these extra 6 hours sitting in an airport SOOOO much better."
positive,@united so sorry. I ended up on US Air flight. Thank you though for getting back to me:)
positive,"@JetBlue @jeff_hofmann @DeniseJTaylor @LaurieAMeacham Good one! And indeed, it's JetBlue's finest day in history!"
positive,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
positive,"@united just touched down in Miami - not too far off , Nicely done united 👍"
positive,@SouthwestAir Flight 3056. Only an hour long but one of the best flights I've ever had. Kudos to flight crew and airline in general.
positive,@AmericanAir Nice to read it! Thank you very much!
positive,@USAirways sitting on a plane in Philadelphia for over 20 minutes waiting just to get off the plane. Great service!
positive,@AmericanAir Thank you
positive,@JetBlue Thanks for having us hang out at Tampa Airport forever today!!! It's really been an awesome experience
positive,@VirginAmerica would love to do more for virgin just like I do for @GoPro
positive,@JetBlue great smooth flight too! 👏👍
positive,@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb
positive,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO"
positive,@SouthwestAir Had a great trip this past week to Vegas for work; and had this pic over the Southwest on Southwest! http://t.co/a3YCFlaLxV
positive,@united big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
positive,@SouthwestAir thanks!
positive,@JetBlue ok!!! That's super helpful. Thank you. I'll reach out if I have any other questions.
positive,@united just got my lost Kindle in the mail! Thanks again.
positive,@JetBlue Amazingly Awesome customer service from your reservation agents tonight. Helping correct a mistake. I so love this airline. :)
positive,@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother
positive,@JetBlue Landing! As usual great flight wiyh a great crew. Hello sunny West Palm Beach ! #jetbluerocks
positive,"@AmericanAir thanks! a response is better than nothing at all {ahem, @USAirways}"
positive,@united thank you. Literally called for preboarding as I ran up.
positive,@SouthwestAir can anyone help me upgrade to buisness select !? Cant seem to get hail of the right area at all .. I know you guys are good
positive,@JetBlue I just wanted to say flight attendant fitz was the best tonight on flight #1326 bwi/Bos. Great guy and made the flight fantastic!
positive,"@USAirways please thank Mellie at CAE, Tammy in baggage claim at CLT 4 #excellent customer service 2day, BUT I have a complaint."
